no;date;monday;tuesday;wednesday;thursday;friday;saturday;sunday;promo;quantity
515;30/05/2002;0;0;0;1;0;0;0;1;30
516;31/05/2002;0;0;0;0;1;0;0;1;25
517;01/06/2002;0;0;0;0;0;1;0;1;11
518;02/06/2002;0;0;0;0;0;0;1;1;5
519;03/06/2002;1;0;0;0;0;0;0;1;25
520;04/06/2002;0;1;0;0;0;0;0;1;22
521;05/06/2002;0;0;1;0;0;0;0;1;31
522;06/06/2002;0;0;0;1;0;0;0;1;24
523;07/06/2002;0;0;0;0;1;0;0;1;27
524;08/06/2002;0;0;0;0;0;1;0;1;19
525;09/06/2002;0;0;0;0;0;0;1;1;5
526;10/06/2002;1;0;0;0;0;0;0;1;22
527;11/06/2002;0;1;0;0;0;0;0;0;11
528;12/06/2002;0;0;1;0;0;0;0;0;14
529;13/06/2002;0;0;0;1;0;0;0;0;13
530;14/06/2002;0;0;0;0;1;0;0;0;12
531;15/06/2002;0;0;0;0;0;1;0;0;7
532;16/06/2002;0;0;0;0;0;0;1;0;3
533;17/06/2002;1;0;0;0;0;0;0;0;18
534;18/06/2002;0;1;0;0;0;0;0;0;18
535;19/06/2002;0;0;1;0;0;0;0;0;16
536;20/06/2002;0;0;0;1;0;0;0;0;15
537;21/06/2002;0;0;0;0;1;0;0;0;5
538;22/06/2002;0;0;0;0;0;1;0;0;7
539;23/06/2002;0;0;0;0;0;0;1;0;4
540;24/06/2002;1;0;0;0;0;0;0;0;15
541;25/06/2002;0;1;0;0;0;0;0;0;17
542;26/06/2002;0;0;1;0;0;0;0;0;9
543;27/06/2002;0;0;0;1;0;0;0;0;7
544;28/06/2002;0;0;0;0;1;0;0;0;12
545;29/06/2002;0;0;0;0;0;1;0;0;8
546;30/06/2002;0;0;0;0;0;0;1;0;0
547;01/07/2002;1;0;0;0;0;0;0;0;16
548;02/07/2002;0;1;0;0;0;0;0;0;16
549;03/07/2002;0;0;1;0;0;0;0;0;14
550;04/07/2002;0;0;0;1;0;0;0;0;11
551;05/07/2002;0;0;0;0;1;0;0;NA;NA
552;06/07/2002;0;0;0;0;0;1;0;NA;NA
553;07/07/2002;0;0;0;0;0;0;1;0;1
554;08/07/2002;1;0;0;0;0;0;0;0;19
555;09/07/2002;0;1;0;0;0;0;0;0;20
556;10/07/2002;0;0;1;0;0;0;0;1;25
557;11/07/2002;0;0;0;1;0;0;0;1;52
558;12/07/2002;0;0;0;0;1;0;0;1;45
559;13/07/2002;0;0;0;0;0;1;0;1;16
560;14/07/2002;0;0;0;0;0;0;1;1;8
561;15/07/2002;1;0;0;0;0;0;0;1;51
562;16/07/2002;0;1;0;0;0;0;0;1;44
563;17/07/2002;0;0;1;0;0;0;0;1;49
564;18/07/2002;0;0;0;1;0;0;0;1;42
565;19/07/2002;0;0;0;0;1;0;0;1;33
566;20/07/2002;0;0;0;0;0;1;0;1;19
567;21/07/2002;0;0;0;0;0;0;1;1;8
568;22/07/2002;1;0;0;0;0;0;0;1;54
569;23/07/2002;0;1;0;0;0;0;0;1;29
570;24/07/2002;0;0;1;0;0;0;0;1;28
571;25/07/2002;0;0;0;1;0;0;0;1;25
572;26/07/2002;0;0;0;0;1;0;0;1;26
573;27/07/2002;0;0;0;0;0;1;0;1;9
574;28/07/2002;0;0;0;0;0;0;1;1;9
575;29/07/2002;1;0;0;0;0;0;0;1;29
576;30/07/2002;0;1;0;0;0;0;0;1;33
577;31/07/2002;0;0;1;0;0;0;0;1;23
578;01/08/2002;0;0;0;1;0;0;0;1;29
579;02/08/2002;0;0;0;0;1;0;0;1;34
580;03/08/2002;0;0;0;0;0;1;0;1;11
581;04/08/2002;0;0;0;0;0;0;1;1;9
582;05/08/2002;1;0;0;0;0;0;0;1;33
583;06/08/2002;0;1;0;0;0;0;0;0;15
584;07/08/2002;0;0;1;0;0;0;0;0;16
585;08/08/2002;0;0;0;1;0;0;0;0;15
586;09/08/2002;0;0;0;0;1;0;0;0;12
587;10/08/2002;0;0;0;0;0;1;0;0;6
588;11/08/2002;0;0;0;0;0;0;1;0;2
589;12/08/2002;1;0;0;0;0;0;0;0;14
590;13/08/2002;0;1;0;0;0;0;0;0;25
591;14/08/2002;0;0;1;0;0;0;0;0;17
592;15/08/2002;0;0;0;1;0;0;0;0;18
593;16/08/2002;0;0;0;0;1;0;0;0;15
594;17/08/2002;0;0;0;0;0;1;0;0;8
595;18/08/2002;0;0;0;0;0;0;1;0;3
596;19/08/2002;1;0;0;0;0;0;0;0;19
597;20/08/2002;0;1;0;0;0;0;0;0;11
598;21/08/2002;0;0;1;0;0;0;0;0;23
599;22/08/2002;0;0;0;1;0;0;0;0;18
600;23/08/2002;0;0;0;0;1;0;0;0;18
601;24/08/2002;0;0;0;0;0;1;0;0;7
602;25/08/2002;0;0;0;0;0;0;1;0;1
603;26/08/2002;1;0;0;0;0;0;0;0;16
604;27/08/2002;0;1;0;0;0;0;0;0;13
605;28/08/2002;0;0;1;0;0;0;0;0;13
606;29/08/2002;0;0;0;1;0;0;0;0;9
607;30/08/2002;0;0;0;0;1;0;0;0;16
608;31/08/2002;0;0;0;0;0;1;0;0;3
609;01/09/2002;0;0;0;0;0;0;1;0;4
610;02/09/2002;1;0;0;0;0;0;0;0;19
611;03/09/2002;0;1;0;0;0;0;0;0;24
612;04/09/2002;0;0;1;0;0;0;0;1;27
613;05/09/2002;0;0;0;1;0;0;0;1;31
614;06/09/2002;0;0;0;0;1;0;0;1;30
615;07/09/2002;0;0;0;0;0;1;0;1;5
616;08/09/2002;0;0;0;0;0;0;1;1;8
617;09/09/2002;1;0;0;0;0;0;0;1;26
618;10/09/2002;0;1;0;0;0;0;0;1;42
619;11/09/2002;0;0;1;0;0;0;0;1;34
620;12/09/2002;0;0;0;1;0;0;0;1;28
621;13/09/2002;0;0;0;0;1;0;0;1;56
622;14/09/2002;0;0;0;0;0;1;0;1;25
623;15/09/2002;0;0;0;0;0;0;1;1;8
624;16/09/2002;1;0;0;0;0;0;0;1;38
625;17/09/2002;0;1;0;0;0;0;0;0;10
626;18/09/2002;0;0;1;0;0;0;0;0;17
627;19/09/2002;0;0;0;1;0;0;0;0;10
628;20/09/2002;0;0;0;0;1;0;0;0;12
629;21/09/2002;0;0;0;0;0;1;0;0;9
630;22/09/2002;0;0;0;0;0;0;1;0;3
631;23/09/2002;1;0;0;0;0;0;0;0;13
632;24/09/2002;0;1;0;0;0;0;0;0;12
633;25/09/2002;0;0;1;0;0;0;0;0;11
634;26/09/2002;0;0;0;1;0;0;0;0;20
635;27/09/2002;0;0;0;0;1;0;0;0;11
636;28/09/2002;0;0;0;0;0;1;0;NA;NA
637;29/09/2002;0;0;0;0;0;0;1;0;2
638;30/09/2002;1;0;0;0;0;0;0;0;17
639;01/10/2002;0;1;0;0;0;0;0;0;15
640;02/10/2002;0;0;1;0;0;0;0;0;15
641;03/10/2002;0;0;0;1;0;0;0;0;10
642;04/10/2002;0;0;0;0;1;0;0;0;16
643;05/10/2002;0;0;0;0;0;1;0;0;8
644;06/10/2002;0;0;0;0;0;0;1;0;3
645;07/10/2002;1;0;0;0;0;0;0;0;12
646;08/10/2002;0;1;0;0;0;0;0;0;18
647;09/10/2002;0;0;1;0;0;0;0;0;10
648;10/10/2002;0;0;0;1;0;0;0;0;13
649;11/10/2002;0;0;0;0;1;0;0;0;20
650;12/10/2002;0;0;0;0;0;1;0;0;5
651;13/10/2002;0;0;0;0;0;0;1;0;0
652;14/10/2002;1;0;0;0;0;0;0;0;10
653;15/10/2002;0;1;0;0;0;0;0;0;17
654;16/10/2002;0;0;1;0;0;0;0;0;13
655;17/10/2002;0;0;0;1;0;0;0;0;21
656;18/10/2002;0;0;0;0;1;0;0;0;15
657;19/10/2002;0;0;0;0;0;1;0;0;4
658;20/10/2002;0;0;0;0;0;0;1;0;3
659;21/10/2002;1;0;0;0;0;0;0;0;20
660;22/10/2002;0;1;0;0;0;0;0;0;15
661;23/10/2002;0;0;1;0;0;0;0;0;12
662;24/10/2002;0;0;0;1;0;0;0;0;10
663;25/10/2002;0;0;0;0;1;0;0;0;13
664;26/10/2002;0;0;0;0;0;1;0;0;8
665;27/10/2002;0;0;0;0;0;0;1;0;3
666;28/10/2002;1;0;0;0;0;0;0;NA;NA
667;29/10/2002;0;1;0;0;0;0;0;0;7
668;30/10/2002;0;0;1;0;0;0;0;1;29
669;31/10/2002;0;0;0;1;0;0;0;1;41
670;01/11/2002;0;0;0;0;1;0;0;1;39
671;02/11/2002;0;0;0;0;0;1;0;1;14
672;03/11/2002;0;0;0;0;0;0;1;1;3
673;04/11/2002;1;0;0;0;0;0;0;1;30
674;05/11/2002;0;1;0;0;0;0;0;1;32
675;06/11/2002;0;0;1;0;0;0;0;1;31
676;07/11/2002;0;0;0;1;0;0;0;1;18
677;08/11/2002;0;0;0;0;1;0;0;1;30
678;09/11/2002;0;0;0;0;0;1;0;1;20
679;10/11/2002;0;0;0;0;0;0;1;1;3
680;11/11/2002;1;0;0;0;0;0;0;1;48
681;12/11/2002;0;1;0;0;0;0;0;1;50
682;13/11/2002;0;0;1;0;0;0;0;1;50
683;14/11/2002;0;0;0;1;0;0;0;1;39
684;15/11/2002;0;0;0;0;1;0;0;1;48
685;16/11/2002;0;0;0;0;0;1;0;1;21
686;17/11/2002;0;0;0;0;0;0;1;NA;NA
687;18/11/2002;1;0;0;0;0;0;0;1;52
688;19/11/2002;0;1;0;0;0;0;0;1;52
689;20/11/2002;0;0;1;0;0;0;0;1;43
690;21/11/2002;0;0;0;1;0;0;0;1;50
691;22/11/2002;0;0;0;0;1;0;0;1;53
692;23/11/2002;0;0;0;0;0;1;0;1;28
693;24/11/2002;0;0;0;0;0;0;1;1;3
694;25/11/2002;1;0;0;0;0;0;0;1;33
695;26/11/2002;0;1;0;0;0;0;0;0;16
696;27/11/2002;0;0;1;0;0;0;0;0;24
697;28/11/2002;0;0;0;1;0;0;0;0;26
698;29/11/2002;0;0;0;0;1;0;0;0;34
699;30/11/2002;0;0;0;0;0;1;0;0;15
700;01/12/2002;0;0;0;0;0;0;1;0;3
701;02/12/2002;1;0;0;0;0;0;0;0;23
702;03/12/2002;0;1;0;0;0;0;0;0;19
703;04/12/2002;0;0;1;0;0;0;0;0;12
704;05/12/2002;0;0;0;1;0;0;0;0;19
705;06/12/2002;0;0;0;0;1;0;0;0;19
706;07/12/2002;0;0;0;0;0;1;0;0;10
707;08/12/2002;0;0;0;0;0;0;1;0;3
708;09/12/2002;1;0;0;0;0;0;0;0;29
709;10/12/2002;0;1;0;0;0;0;0;0;33
710;11/12/2002;0;0;1;0;0;0;0;0;20
711;12/12/2002;0;0;0;1;0;0;0;0;19
712;13/12/2002;0;0;0;0;1;0;0;0;21
713;14/12/2002;0;0;0;0;0;1;0;0;3
714;15/12/2002;0;0;0;0;0;0;1;0;8
715;16/12/2002;1;0;0;0;0;0;0;0;32
716;17/12/2002;0;1;0;0;0;0;0;0;29
717;18/12/2002;0;0;1;0;0;0;0;0;27
718;19/12/2002;0;0;0;1;0;0;0;0;28
719;20/12/2002;0;0;0;0;1;0;0;0;36
720;21/12/2002;0;0;0;0;0;1;0;0;20
721;22/12/2002;0;0;0;0;0;0;1;0;10
722;23/12/2002;1;0;0;0;0;0;0;0;22
723;24/12/2002;0;1;0;0;0;0;0;NA;NA
724;25/12/2002;0;0;1;0;0;0;0;NA;NA
725;26/12/2002;0;0;0;1;0;0;0;NA;NA
726;27/12/2002;0;0;0;0;1;0;0;0;7
727;28/12/2002;0;0;0;0;0;1;0;0;7
728;29/12/2002;0;0;0;0;0;0;1;0;2
729;30/12/2002;1;0;0;0;0;0;0;0;16
730;31/12/2002;0;1;0;0;0;0;0;0;6
